epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,982.317,0.77987,0.54916,0.9315,0.97045,0.96582,0.99008,0.79792,0.75049,0.44138,0.87688,0.007162,0.007162,0.007162
45,1004.03,0.78713,0.55511,0.93366,0.97068,0.9704,0.98981,0.80018,0.75237,0.43615,0.8729,0.007096,0.007096,0.007096
46,1026.37,0.76921,0.55284,0.92746,0.97643,0.97954,0.989,0.79889,0.74628,0.42721,0.88052,0.00703,0.00703,0.00703
47,1048.73,0.76488,0.53762,0.92883,0.97903,0.96483,0.98863,0.80471,0.74176,0.4357,0.87262,0.006964,0.006964,0.006964
48,1071.35,0.76233,0.53289,0.93127,0.9667,0.97738,0.99043,0.80614,0.74309,0.43465,0.88461,0.006898,0.006898,0.006898
49,1093.27,0.76464,0.54243,0.92863,0.98061,0.97171,0.99004,0.80451,0.74508,0.42966,0.87217,0.006832,0.006832,0.006832
50,1115.88,0.75965,0.5325,0.93097,0.97695,0.974,0.9905,0.80381,0.74122,0.41937,0.86845,0.006766,0.006766,0.006766
51,1138.34,0.74385,0.51651,0.92012,0.97407,0.97738,0.98981,0.80894,0.72892,0.419,0.8732,0.0067,0.0067,0.0067
52,1160.82,0.74456,0.51531,0.92133,0.97551,0.97566,0.99098,0.81333,0.72214,0.41029,0.87198,0.006634,0.006634,0.006634
53,1183.01,0.74789,0.51657,0.92441,0.98136,0.9685,0.99103,0.80711,0.7334,0.419,0.87331,0.006568,0.006568,0.006568
54,1205.44,0.74293,0.51987,0.92101,0.97249,0.98454,0.99132,0.81486,0.71891,0.40619,0.86535,0.006502,0.006502,0.006502
55,1227.98,0.73482,0.51175,0.92109,0.97282,0.97982,0.9896,0.80969,0.71932,0.40666,0.86447,0.006436,0.006436,0.006436
56,1250.23,0.72986,0.50904,0.91719,0.97387,0.98419,0.99063,0.81188,0.70905,0.40156,0.86767,0.00637,0.00637,0.00637
57,1272.33,0.72672,0.49778,0.91633,0.97904,0.97326,0.99151,0.81807,0.69636,0.39106,0.86084,0.006304,0.006304,0.006304
58,1294.73,0.72835,0.49849,0.91642,0.97953,0.97467,0.99149,0.81909,0.70171,0.39634,0.85421,0.006238,0.006238,0.006238
59,1317.28,0.7179,0.4904,0.91285,0.97638,0.97357,0.99122,0.82192,0.69469,0.39531,0.85731,0.006172,0.006172,0.006172
60,1338.81,0.71191,0.48594,0.91175,0.97993,0.97484,0.99126,0.81654,0.71017,0.39334,0.87302,0.006106,0.006106,0.006106
61,1360.87,0.71781,0.48918,0.91327,0.97795,0.97748,0.9915,0.81724,0.70621,0.38709,0.86557,0.00604,0.00604,0.00604
62,1383.32,0.70739,0.48523,0.91626,0.97975,0.97896,0.99241,0.82617,0.69173,0.38572,0.85817,0.005974,0.005974,0.005974
63,1405.62,0.70554,0.4831,0.91188,0.98529,0.97304,0.99116,0.82154,0.69288,0.38654,0.85357,0.005908,0.005908,0.005908
64,1427.57,0.70656,0.47859,0.9096,0.97498,0.97862,0.99111,0.82493,0.70103,0.38628,0.86147,0.005842,0.005842,0.005842
65,1450.19,0.69478,0.47201,0.90542,0.98062,0.97929,0.99137,0.82503,0.71163,0.38896,0.86103,0.005776,0.005776,0.005776
66,1472.82,0.70239,0.48031,0.90764,0.97845,0.98062,0.98995,0.82212,0.70488,0.38242,0.85792,0.00571,0.00571,0.00571
67,1495.07,0.69524,0.47715,0.90785,0.97932,0.97876,0.99113,0.82291,0.69603,0.37934,0.86519,0.005644,0.005644,0.005644
68,1517.04,0.69091,0.46909,0.90234,0.98199,0.97953,0.99191,0.8322,0.68013,0.37017,0.85555,0.005578,0.005578,0.005578
69,1538.56,0.69284,0.47012,0.90569,0.97861,0.97658,0.99091,0.8257,0.69139,0.37226,0.86204,0.005512,0.005512,0.005512
70,1561.05,0.6845,0.4566,0.90306,0.97986,0.98386,0.99168,0.83143,0.6835,0.37023,0.8475,0.005446,0.005446,0.005446
71,1583.51,0.68815,0.46782,0.90436,0.98355,0.97598,0.99214,0.82716,0.68492,0.36812,0.85709,0.00538,0.00538,0.00538
72,1605.23,0.67261,0.4578,0.89897,0.97832,0.98205,0.99227,0.83022,0.67868,0.36603,0.85162,0.005314,0.005314,0.005314
73,1627.63,0.68087,0.45829,0.90364,0.98294,0.98523,0.99182,0.83131,0.6742,0.35673,0.8483,0.005248,0.005248,0.005248
74,1649.74,0.67521,0.4578,0.90482,0.97551,0.98386,0.9918,0.82771,0.67767,0.36058,0.85681,0.005182,0.005182,0.005182
75,1672.22,0.66793,0.44539,0.8985,0.98165,0.9845,0.99258,0.83484,0.67238,0.35364,0.84974,0.005116,0.005116,0.005116
76,1694.15,0.66897,0.44176,0.89881,0.97678,0.9894,0.9925,0.83784,0.66413,0.354,0.85134,0.00505,0.00505,0.00505
77,1716.58,0.65937,0.44717,0.89703,0.97466,0.984,0.99211,0.83648,0.66828,0.35708,0.8558,0.004984,0.004984,0.004984
78,1738.78,0.66918,0.4493,0.8983,0.97853,0.98536,0.99228,0.83379,0.66683,0.35224,0.85188,0.004918,0.004918,0.004918
79,1762.5,0.65961,0.4376,0.89747,0.97863,0.98801,0.99262,0.83467,0.67505,0.35243,0.85068,0.004852,0.004852,0.004852
80,1784.68,0.65998,0.43179,0.89577,0.98224,0.98003,0.99159,0.83996,0.6657,0.35222,0.85121,0.004786,0.004786,0.004786
81,1808.5,0.65207,0.43883,0.89691,0.97557,0.98669,0.9931,0.83687,0.6722,0.34827,0.85496,0.00472,0.00472,0.00472
82,1832.15,0.65331,0.43198,0.894,0.97777,0.98029,0.99241,0.83825,0.66178,0.3479,0.84964,0.004654,0.004654,0.004654
83,1854,0.64387,0.42498,0.89052,0.97621,0.98185,0.99149,0.83516,0.66772,0.34774,0.85211,0.004588,0.004588,0.004588
84,1877.38,0.65159,0.429,0.89559,0.97903,0.98893,0.99159,0.83529,0.6726,0.34656,0.85611,0.004522,0.004522,0.004522
85,1899.65,0.64487,0.42452,0.89,0.98013,0.98534,0.99125,0.83529,0.67227,0.3425,0.85427,0.004456,0.004456,0.004456
86,1922.46,0.64302,0.41426,0.89241,0.97845,0.98529,0.99158,0.83624,0.66135,0.34196,0.8483,0.00439,0.00439,0.00439
87,1945.36,0.63706,0.41926,0.89097,0.98391,0.9775,0.99194,0.83745,0.66449,0.34469,0.84974,0.004324,0.004324,0.004324
88,1967.63,0.63671,0.41681,0.89124,0.9806,0.98811,0.99275,0.84106,0.65452,0.33656,0.85027,0.004258,0.004258,0.004258
89,1990.22,0.63403,0.41258,0.89125,0.98347,0.98072,0.99223,0.83913,0.66309,0.33726,0.85282,0.004192,0.004192,0.004192
90,2012.48,0.628,0.4108,0.8869,0.97986,0.98938,0.99166,0.841,0.6592,0.33582,0.85062,0.004126,0.004126,0.004126
91,2034.88,0.62305,0.40457,0.88338,0.98244,0.98593,0.99067,0.83894,0.6628,0.34007,0.8494,0.00406,0.00406,0.00406
92,2057.73,0.62655,0.40694,0.88783,0.97712,0.98975,0.99182,0.84272,0.6573,0.3354,0.84641,0.003994,0.003994,0.003994
93,2079.78,0.62245,0.40699,0.88531,0.98472,0.98679,0.99133,0.84108,0.65385,0.33581,0.84637,0.003928,0.003928,0.003928
94,2101.61,0.61948,0.4033,0.88298,0.9836,0.98706,0.99198,0.83755,0.6605,0.33193,0.84856,0.003862,0.003862,0.003862
95,2123.86,0.61132,0.39705,0.88258,0.98134,0.98528,0.99204,0.83843,0.66226,0.33298,0.84768,0.003796,0.003796,0.003796
96,2145.63,0.61186,0.40111,0.8811,0.98857,0.98302,0.99105,0.83724,0.67281,0.33235,0.85096,0.00373,0.00373,0.00373
97,2168.13,0.60763,0.39524,0.88299,0.98316,0.98585,0.99129,0.83877,0.66574,0.33341,0.84935,0.003664,0.003664,0.003664
98,2191.04,0.60584,0.39425,0.87881,0.9859,0.98522,0.99222,0.84406,0.65306,0.33197,0.84365,0.003598,0.003598,0.003598
99,2214.76,0.60608,0.39244,0.88001,0.98151,0.98696,0.99192,0.84442,0.65013,0.32795,0.84602,0.003532,0.003532,0.003532
100,2237.09,0.60452,0.39222,0.8819,0.98108,0.98946,0.99182,0.84373,0.65578,0.32635,0.84803,0.003466,0.003466,0.003466
101,2260.01,0.5936,0.38894,0.88058,0.98389,0.98879,0.9905,0.84156,0.65438,0.32621,0.8473,0.0034,0.0034,0.0034
102,2281.8,0.58577,0.38278,0.87517,0.97968,0.99049,0.99094,0.84362,0.65178,0.32521,0.84629,0.003334,0.003334,0.003334
103,2305.08,0.5867,0.37928,0.8768,0.97857,0.98943,0.99092,0.84171,0.64995,0.32584,0.84488,0.003268,0.003268,0.003268
104,2326.91,0.58775,0.37899,0.87788,0.9783,0.98969,0.99087,0.84256,0.65316,0.32531,0.84345,0.003202,0.003202,0.003202
105,2349.78,0.59246,0.38187,0.87918,0.98387,0.98594,0.99082,0.84194,0.65209,0.32488,0.84537,0.003136,0.003136,0.003136
106,2373.47,0.58701,0.37498,0.87782,0.98157,0.98355,0.99186,0.84396,0.64964,0.32238,0.84257,0.00307,0.00307,0.00307
107,2397.23,0.58089,0.37401,0.878,0.98341,0.98108,0.9919,0.84212,0.65084,0.32394,0.84288,0.003004,0.003004,0.003004
108,2419.4,0.57716,0.37139,0.87313,0.97752,0.98731,0.99181,0.84467,0.65028,0.3219,0.84257,0.002938,0.002938,0.002938
109,2443.63,0.57445,0.3698,0.87419,0.97972,0.98266,0.99127,0.84696,0.64554,0.32105,0.84367,0.002872,0.002872,0.002872
110,2466.11,0.56915,0.36547,0.87299,0.98309,0.98045,0.99188,0.84623,0.65108,0.32066,0.8452,0.002806,0.002806,0.002806
111,2490.04,0.56214,0.3593,0.86982,0.97764,0.98666,0.99185,0.84793,0.6528,0.3213,0.84454,0.00274,0.00274,0.00274
112,2512.73,0.55921,0.3601,0.8716,0.97719,0.98763,0.99191,0.84741,0.6547,0.32155,0.84596,0.002674,0.002674,0.002674
113,2535.87,0.5661,0.35994,0.87234,0.97489,0.99068,0.9915,0.84869,0.64845,0.32022,0.84551,0.002608,0.002608,0.002608
114,2558.54,0.55736,0.35522,0.86808,0.97879,0.98826,0.99159,0.84618,0.64656,0.3217,0.84191,0.002542,0.002542,0.002542
115,2582.07,0.55571,0.35553,0.87035,0.97722,0.98725,0.99109,0.84772,0.64309,0.31884,0.84069,0.002476,0.002476,0.002476
116,2604.29,0.55451,0.35154,0.8684,0.97787,0.99008,0.9917,0.84785,0.64415,0.31671,0.84218,0.00241,0.00241,0.00241
117,2627.81,0.55361,0.35181,0.86954,0.97948,0.9866,0.9917,0.8472,0.64851,0.3161,0.84049,0.002344,0.002344,0.002344
118,2650.45,0.55377,0.34951,0.87051,0.97858,0.98738,0.99114,0.84796,0.64688,0.31569,0.84185,0.002278,0.002278,0.002278
119,2673.05,0.54901,0.35116,0.87111,0.97618,0.99255,0.99116,0.84636,0.64835,0.31523,0.84255,0.002212,0.002212,0.002212
120,2695.38,0.54545,0.34986,0.86689,0.97527,0.9922,0.99138,0.84632,0.64962,0.31179,0.84228,0.002146,0.002146,0.002146
121,2718.68,0.54116,0.34171,0.86642,0.97698,0.99159,0.99145,0.84639,0.64672,0.31099,0.84372,0.00208,0.00208,0.00208
122,2740.25,0.54229,0.34729,0.86716,0.97854,0.99041,0.99183,0.85056,0.64624,0.31096,0.84306,0.002014,0.002014,0.002014
123,2763.37,0.53447,0.33793,0.86317,0.97568,0.98869,0.99189,0.85012,0.64658,0.31063,0.84388,0.001948,0.001948,0.001948
124,2785.32,0.53731,0.34081,0.86353,0.97085,0.99134,0.99171,0.85155,0.64541,0.31174,0.84448,0.001882,0.001882,0.001882
125,2808.31,0.53957,0.3399,0.86902,0.97438,0.98878,0.99172,0.84924,0.64701,0.3116,0.84424,0.001816,0.001816,0.001816
126,2830.31,0.53011,0.3373,0.86535,0.97545,0.98962,0.99191,0.84857,0.65058,0.3122,0.84439,0.00175,0.00175,0.00175
127,2853.59,0.52239,0.32928,0.86053,0.97461,0.99145,0.99195,0.84868,0.64838,0.31143,0.84216,0.001684,0.001684,0.001684
128,2875.4,0.52273,0.33033,0.86333,0.97521,0.99083,0.99177,0.84823,0.65071,0.31019,0.84354,0.001618,0.001618,0.001618
129,2898.55,0.52028,0.32847,0.85942,0.97481,0.99008,0.99173,0.84741,0.64784,0.31098,0.84353,0.001552,0.001552,0.001552
130,2920.5,0.51591,0.3268,0.86175,0.97612,0.99043,0.99179,0.84914,0.64703,0.30917,0.84405,0.001486,0.001486,0.001486
131,2943.11,0.5187,0.32511,0.86108,0.97769,0.99006,0.9918,0.84706,0.64737,0.30881,0.84386,0.00142,0.00142,0.00142
132,2965.2,0.5205,0.32705,0.8637,0.98191,0.98663,0.99167,0.84775,0.64667,0.30827,0.84487,0.001354,0.001354,0.001354
133,2988.59,0.50776,0.31734,0.86003,0.97876,0.98883,0.99164,0.84657,0.64527,0.3067,0.84515,0.001288,0.001288,0.001288
134,3010.27,0.50893,0.31814,0.85622,0.97829,0.98964,0.99186,0.84784,0.64483,0.30694,0.8443,0.001222,0.001222,0.001222
135,3033.35,0.50059,0.31646,0.85612,0.97365,0.98971,0.9918,0.84735,0.64519,0.30746,0.844,0.001156,0.001156,0.001156
136,3055.44,0.50053,0.31457,0.85733,0.97516,0.99017,0.99147,0.84895,0.64547,0.30877,0.84471,0.00109,0.00109,0.00109
137,3078.45,0.5008,0.31338,0.85713,0.97486,0.99007,0.99142,0.84795,0.64554,0.30809,0.84368,0.001024,0.001024,0.001024
138,3100.5,0.49778,0.30875,0.85611,0.97565,0.99032,0.99177,0.84775,0.64474,0.30645,0.84348,0.000958,0.000958,0.000958
139,3123.46,0.4902,0.30429,0.85379,0.98245,0.98308,0.99178,0.8507,0.64374,0.30619,0.84409,0.000892,0.000892,0.000892
140,3145.01,0.49164,0.30713,0.85395,0.97806,0.99125,0.99192,0.8498,0.64306,0.30626,0.84518,0.000826,0.000826,0.000826
141,3169.88,0.47694,0.28275,0.83509,0.97372,0.99191,0.99205,0.846,0.64474,0.30628,0.84701,0.00076,0.00076,0.00076
142,3192.04,0.45754,0.2738,0.83387,0.97639,0.99239,0.99217,0.84721,0.64372,0.30782,0.84685,0.000694,0.000694,0.000694
143,3215.02,0.45114,0.26873,0.83262,0.9847,0.98238,0.99228,0.84803,0.6442,0.30844,0.84672,0.000628,0.000628,0.000628
144,3237.81,0.45343,0.26665,0.83116,0.98022,0.98811,0.99216,0.84743,0.64512,0.30782,0.84601,0.000562,0.000562,0.000562
145,3262.02,0.45187,0.26694,0.8318,0.97962,0.98788,0.992,0.84772,0.6447,0.30675,0.84536,0.000496,0.000496,0.000496
146,3283.57,0.43823,0.25971,0.82842,0.97997,0.98738,0.99201,0.84846,0.64512,0.30596,0.84542,0.00043,0.00043,0.00043
147,3308.5,0.43993,0.25759,0.82845,0.9803,0.98737,0.99204,0.84848,0.64467,0.30594,0.84572,0.000364,0.000364,0.000364
148,3331.13,0.43673,0.25509,0.8272,0.98052,0.98695,0.99203,0.84972,0.64401,0.30606,0.84595,0.000298,0.000298,0.000298
149,3354.05,0.43336,0.25276,0.83083,0.9806,0.98678,0.99208,0.8491,0.64418,0.30517,0.84576,0.000232,0.000232,0.000232
150,3377.91,0.43194,0.2508,0.82454,0.98065,0.98565,0.99205,0.84954,0.64408,0.30539,0.84563,0.000166,0.000166,0.000166
